AF,AltNames,Apogee,Bus,DDate,DFlag,Dest,Diameter,DryFlag,DryMass,IF,Inc,JCAT,LDate,LFlag,Length,Manufacturer,Mass,MassFlag,Motor,Name,ODate,OQUAL,OpOrbit,Owner,PF,PLName,Parent,Perigee,Piece,Primary,SDate,Satcat,Shape,Span,SpanFlag,State,Status,TotFlag,TotMass,Type
,-,292,Starlink V2M,-,,-,4.1,?,700,,43.00,S57981,2023 Sep 30,?,0.3,SPXS,750,,-,Starlink 30510,2023 Sep 30,-,LLEO/I,SPXS,,Starlink Group 6-19-18,A11049,283,2023-151T,Earth,2023 Sep 30 0305:20,57981,Box + pan,12.8,?,US,O,,750,P      O
,-,292,Starlink V2M,-,,-,4.1,?,700,,43.00,S57982,2023 Sep 30,?,0.3,SPXS,750,,-,Starlink 30507,2023 Sep 30,-,LLEO/I,SPXS,,Starlink Group 6-19-19,A11049,283,2023-151U,Earth,2023 Sep 30 0305:20,57982,Box + pan,12.8,?,US,O,,750,P      O
,-,292,Starlink V2M,-,,-,4.1,?,700,,43.00,S57983,2023 Sep 30,?,0.3,SPXS,750,,-,Starlink 30515,2023 Sep 30,-,LLEO/I,SPXS,,Starlink Group 6-19-20,A11049,283,2023-151V,Earth,2023 Sep 30 0305:20,57983,Box + pan,12.8,?,US,O,,750,P      O
,-,292,Starlink V2M,-,,-,4.1,?,700,,43.00,S57984,2023 Sep 30,?,0.3,SPXS,750,,-,Starlink 30516,2023 Sep 30,-,LLEO/I,SPXS,,Starlink Group 6-19-21,A11049,283,2023-151W,Earth,2023 Sep 30 0305:20,57984,Box + pan,12.8,?,US,O,,750,P      O
,-,292,Starlink V2M,-,,-,4.1,?,700,,43.00,S57985,2023 Sep 30,?,0.3,SPXS,750,,-,Starlink 30519,2023 Sep 30,-,LLEO/I,SPXS,,Starlink Group 6-19-22,A11049,283,2023-151X,Earth,2023 Sep 30 0305:20,57985,Box + pan,12.8,?,US,O,,750,P      O
,-,501,-,-,,-,2.5,?,300,,35.00,S57986,2023 Oct  5,?,2.5,DFHZ,300,?,-,Yaogan 39 03 zu 01 xing,2023 Oct  5,-,LLEO/I,ZZB,,Yaogan 39-03 A,S57987,491,2023-152A,Earth,2023 Oct  5 0038?,57986,Box + 2 Pan,5.0,?,CN,O,?,300,P
,-,501,CZ-2 Stage 2,-,,-,3.3,,4006,,35.00,S57987,2023 Oct  5,,8.0,BWYIC,4006,,-,CZ-2D Y84 Stage 2,2023 Oct  5,-,LLEO/I,CASC,,CZ-2D Stage 2,R82634,490,2023-152B,Earth,2023 Oct  5 0037?,57987,Cyl+sail,8.0,,CN,O,,4006,R2
,-,501,-,-,,-,2.5,?,300,,34.99,S57988,2023 Oct  5,?,2.5,SAST,300,?,-,Yaogan 39 03 zu 02 xing,2023 Oct  5,-,LLEO/I,ZZB,,Yaogan 39-03 B,S57987,489,2023-152C,Earth,2023 Oct  5 0038?,57988,Box + 2 Pan,5.0,?,CN,O,?,300,P
,-,501,-,-,,-,3.3,,300,,35.00,S57989,2023 Oct  5,,1.0,SAST,300,,-,YG-39-03 Adapter,2023 Oct  5,-,LLEO/I,CASC,,-,S57987,489,2023-152D,Earth,2023 Oct  5 0038?,57989,Cone+sail,5.0,,CN,O,,300,C  A
,-,500,-,-,,-,2.5,?,300,,34.99,S57990,2023 Oct  5,?,2.5,DFHZ,300,?,-,Yaogan 39 03 zu 03 xing,2023 Oct  5,-,LLEO/I,ZZB,,Yaogan 39-03 C,S57987,488,2023-152E,Earth,2023 Oct  5 0038?,57990,Box + 2 Pan,5.0,?,CN,O,?,300,P
,-,291,Starlink V2M,-,,-,4.1,?,700,,43.00,S57991,2023 Oct  5,?,0.3,SPXS,750,,-,Starlink 30537,2023 Oct  5,-,LLEO/I,SPXS,,Starlink Group 6-21-01,A11052,283,2023-153A,Earth,2023 Oct  5 0641:53,57991,Box + pan,12.8,?,US,O,,750,P      D
,-,291,Starlink V2M,-,,-,4.1,?,700,,43.00,S57992,2023 Oct  5,?,0.3,SPXS,750,,-,Starlink 30534,2023 Oct  5,-,LLEO/I,SPXS,,Starlink Group 6-21-02,A11052,283,2023-153B,Earth,2023 Oct  5 0641:53,57992,Box + pan,12.8,?,US,O,,750,P      D
,-,291,Starlink V2M,-,,-,4.1,?,700,,43.00,S57993,2023 Oct  5,?,0.3,SPXS,750,,-,Starlink 30536,2023 Oct  5,-,LLEO/I,SPXS,,Starlink Group 6-21-03,A11052,283,2023-153C,Earth,2023 Oct  5 0641:53,57993,Box + pan,12.8,?,US,O,,750,P      D
,-,291,Starlink V2M,-,,-,4.1,?,700,,43.00,S57994,2023 Oct  5,?,0.3,SPXS,750,,-,Starlink 30538,2023 Oct  5,-,LLEO/I,SPXS,,Starlink Group 6-21-04,A11052,283,2023-153D,Earth,2023 Oct  5 0641:53,57994,Box + pan,12.8,?,US,O,,750,P      D
,-,291,Starlink V2M,-,,-,4.1,?,700,,43.00,S57995,2023 Oct  5,?,0.3,SPXS,750,,-,Starlink 30517,2023 Oct  5,-,LLEO/I,SPXS,,Starlink Group 6-21-05,A11052,283,2023-153E,Earth,2023 Oct  5 0641:53,57995,Box + pan,12.8,?,US,O,,750,P      D
,-,291,Starlink V2M,-,,-,4.1,?,700,,43.00,S57996,2023 Oct  5,?,0.3,SPXS,750,,-,Starlink 30543,2023 Oct  5,-,LLEO/I,SPXS,,Starlink Group 6-21-06,A11052,283,2023-153F,Earth,2023 Oct  5 0641:53,57996,Box + pan,12.8,?,US,O,,750,P      F r
,-,291,Starlink V2M,-,,-,4.1,?,700,,43.00,S57997,2023 Oct  5,?,0.3,SPXS,750,,-,Starlink 30523,2023 Oct  5,-,LLEO/I,SPXS,,Starlink Group 6-21-07,A11052,283,2023-153G,Earth,2023 Oct  5 0641:53,57997,Box + pan,12.8,?,US,O,,750,P      D
,-,291,Starlink V2M,-,,-,4.1,?,700,,43.00,S57998,2023 Oct  5,?,0.3,SPXS,750,,-,Starlink 30531,2023 Oct  5,-,LLEO/I,SPXS,,Starlink Group 6-21-08,A11052,283,2023-153H,Earth,2023 Oct  5 0641:53,57998,Box + pan,12.8,?,US,O,,750,P      D
,-,291,Starlink V2M,-,,-,4.1,?,700,,43.00,S57999,2023 Oct  5,?,0.3,SPXS,750,,-,Starlink 30552,2023 Oct  5,-,LLEO/I,SPXS,,Starlink Group 6-21-09,A11052,282,2023-153J,Earth,2023 Oct  5 0641:53,57999,Box + pan,12.8,?,US,O,,750,P      D
,-,291,Starlink V2M,-,,-,4.1,?,700,,43.00,S58000,2023 Oct  5,?,0.3,SPXS,750,,-,Starlink 30545,2023 Oct  5,-,LLEO/I,SPXS,,Starlink Group 6-21-10,A11052,282,2023-153K,Earth,2023 Oct  5 0641:53,58000,Box + pan,12.8,?,US,O,,750,P      D
,-,291,Starlink V2M,-,,-,4.1,?,700,,43.00,S58001,2023 Oct  5,?,0.3,SPXS,750,,-,Starlink 30535,2023 Oct  5,-,LLEO/I,SPXS,,Starlink Group 6-21-11,A11052,282,2023-153L,Earth,2023 Oct  5 0641:53,58001,Box + pan,12.8,?,US,O,,750,P      D
,-,291,Starlink V2M,-,,-,4.1,?,700,,43.00,S58002,2023 Oct  5,?,0.3,SPXS,750,,-,Starlink 30540,2023 Oct  5,-,LLEO/I,SPXS,,Starlink Group 6-21-12,A11052,282,2023-153M,Earth,2023 Oct  5 0641:53,58002,Box + pan,12.8,?,US,O,,750,P      D
,-,291,Starlink V2M,-,,-,4.1,?,700,,43.00,S58003,2023 Oct  5,?,0.3,SPXS,750,,-,Starlink 30546,2023 Oct  5,-,LLEO/I,SPXS,,Starlink Group 6-21-13,A11052,282,2023-153N,Earth,2023 Oct  5 0641:53,58003,Box + pan,12.8,?,US,O,,750,P      D
,-,291,Starlink V2M,-,,-,4.1,?,700,,43.00,S58004,2023 Oct  5,?,0.3,SPXS,750,,-,Starlink 30539,2023 Oct  5,-,LLEO/I,SPXS,,Starlink Group 6-21-14,A11052,282,2023-153P,Earth,2023 Oct  5 0641:53,58004,Box + pan,12.8,?,US,O,,750,P      D
,-,291,Starlink V2M,-,,-,4.1,?,700,,43.00,S58005,2023 Oct  5,?,0.3,SPXS,750,,-,Starlink 30530,2023 Oct  5,-,LLEO/I,SPXS,,Starlink Group 6-21-15,A11052,282,2023-153Q,Earth,2023 Oct  5 0641:53,58005,Box + pan,12.8,?,US,O,,750,P      D
,-,291,Starlink V2M,-,,-,4.1,?,700,,43.00,S58006,2023 Oct  5,?,0.3,SPXS,750,,-,Starlink 30526,2023 Oct  5,-,LLEO/I,SPXS,,Starlink Group 6-21-16,A11052,282,2023-153R,Earth,2023 Oct  5 0641:53,58006,Box + pan,12.8,?,US,O,,750,P      A r
,-,291,Starlink V2M,-,,-,4.1,?,700,,43.00,S58007,2023 Oct  5,?,0.3,SPXS,750,,-,Starlink 30527,2023 Oct  5,-,LLEO/I,SPXS,,Starlink Group 6-21-17,A11052,282,2023-153S,Earth,2023 Oct  5 0641:53,58007,Box + pan,12.8,?,US,O,,750,P      F r
,-,291,Starlink V2M,-,,-,4.1,?,700,,43.00,S58008,2023 Oct  5,?,0.3,SPXS,750,,-,Starlink 30522,2023 Oct  5,-,LLEO/I,SPXS,,Starlink Group 6-21-18,A11052,282,2023-153T,Earth,2023 Oct  5 0641:53,58008,Box + pan,12.8,?,US,O,,750,P      A
,-,291,Starlink V2M,-,,-,4.1,?,700,,43.00,S58009,2023 Oct  5,?,0.3,SPXS,750,,-,Starlink 30486,2023 Oct  5,-,LLEO/I,SPXS,,Starlink Group 6-21-19,A11052,282,2023-153U,Earth,2023 Oct  5 0641:53,58009,Box + pan,12.8,?,US,O,,750,P      D
,-,291,Starlink V2M,-,,-,4.1,?,700,,43.00,S58010,2023 Oct  5,?,0.3,SPXS,750,,-,Starlink 30520,2023 Oct  5,-,LLEO/I,SPXS,,Starlink Group 6-21-20,A11052,282,2023-153V,Earth,2023 Oct  5 0641:53,58010,Box + pan,12.8,?,US,O,,750,P      D
,-,291,Starlink V2M,-,,-,4.1,?,700,,43.00,S58011,2023 Oct  5,?,0.3,SPXS,750,,-,Starlink 30497,2023 Oct  5,-,LLEO/I,SPXS,,Starlink Group 6-21-21,A11052,282,2023-153W,Earth,2023 Oct  5 0641:53,58011,Box + pan,12.8,?,US,O,,750,P      D
,-,291,Starlink V2M,-,,-,4.1,?,700,,43.00,S58012,2023 Oct  5,?,0.3,SPXS,750,,-,Starlink 30525,2023 Oct  5,-,LLEO/I,SPXS,,Starlink Group 6-21-22,A11052,282,2023-153X,Earth,2023 Oct  5 0641:53,58012,Box + pan,12.8,?,US,O,,750,P      D
,-,504,Kuiper,-,,-,2.0,?,600,,29.99,S58013,2023 Oct  6,?,2.0,KUIP,600,?,-,KuiperSat-2,2023 Oct  8,-,LLEO/I,KUIP,,Kuiper Protoflight 2,S58015,484,2023-154A,Earth,2023 Oct  6 1818,58013,Box + 2 pan?,10.0,?,US,O,?,600,P      D
,-,504,Kuiper,-,,-,2.0,?,600,,29.99,S58014,2023 Oct  6,?,2.0,KUIP,600,?,-,KuiperSat-1,2023 Oct  8,-,LLEO/I,KUIP,,Kuiper Protoflight 1,S58015,482,2023-154B,Earth,2023 Oct  6 1818,58014,Box + 2 pan?,10.0,?,US,O,?,600,P      D
,-,605,Astrobus-S,-,,-,1.2,,417,,97.93,S58016,2023 Oct  9,,1.8,ASTT,417,,-,THEOS-2,2023 Oct  9,-,LEO/S,GISTDA,,T2V,A11053,603,2023-155A,Earth,2023 Oct  9 0230:47,58016,Box + 2 pan,3.5,?,T,O,,417,P
,-,605,TRITON,-,,-,1.0,,241,,97.93,S58017,2023 Oct  9,,1.3,TASA,241,,-,FORMOSAT-7R,2023 Oct  9,-,LEO/S,TASA,,TRITON,A11053,602,2023-155B,Earth,2023 Oct  9 0230:47,58017,Box + pan,3.5,?,TW,O,,241,P
,-,571,Cubesat 3U,-,,-,0.1,,4,,97.67,S58018,2023 Oct  9,,0.3,INTA,4,,-,ANSER FOLLOWER 2,2023 Oct  9,-,LLEO/S,INTA,,ANSER FOLLOWER 2,A11053,567,2023-155C,Earth,2023 Oct  9 0321?,58018,Box + 2 pan,0.3,,E,O,,4,P
,-,571,Cubesat 3U,-,,-,0.1,,4,,97.67,S58019,2023 Oct  9,,0.3,INTA,4,,-,ANSER FOLLOWER 1,2023 Oct  9,-,LLEO/S,INTA,,ANSER FOLLOWER 1,A11053,567,2023-155D,Earth,2023 Oct  9 0320:23,58019,Box + 2 pan,0.3,,E,O,,4,P
,-,568,Cubesat 3U,-,,-,0.1,,5,,97.67,S58020,2023 Oct  9,,0.3,USPACE,5,,-,N3SS,2023 Oct  9,-,LLEO/S,CNES,,N3SS,A11053,565,2023-155E,Earth,2023 Oct  9 0322?,58020,Box + 4 pan,0.3,,F,O,,5,P
,-,574,Cubesat 6UXL,-,,-,0.2,?,10,,97.67,S58021,2023 Oct  9,,0.3,ISISBV,10,?,-,CSC-2,2023 Oct  9,-,LLEO/S,ISISBV,,CSC-2,A11053,567,2023-155F,Earth,2023 Oct  9 0321?,58021,Box + 2 pan,0.5,,NL,O,?,10,P
,-,574,Cubesat 6UXL,-,,-,0.2,?,10,,97.67,S58022,2023 Oct  9,,0.3,ISISBV,10,?,-,CSC-1,2023 Oct  9,-,LLEO/S,ISISBV,,CSC-1,A11053,567,2023-155G,Earth,2023 Oct  9 0320:23,58022,Box + 2 pan,0.5,,NL,O,?,10,P
,-,568,Cubesat 3U,-,,-,0.1,,4,,97.67,S58023,2023 Oct  9,,0.3,BGRAT,4,,-,PRETTY,2023 Oct  9,-,LLEO/S,TUG,,PRETTY,A11053,567,2023-155H,Earth,2023 Oct  9 0322?,58023,Box + 2 pan,0.3,,AT,O,,4,P
,-,568,Cubesat 6U,-,,-,0.2,?,10,,97.67,S58024,2023 Oct  9,,0.3,NANAV,10,?,-,MACSAT,2023 Oct  9,-,LLEO/S,OQT,,MACSAT,A11053,567,2023-155J,Earth,2023 Oct  9 0322?,58024,Box + 2 pan,0.5,,L,O,?,10,P
,-,568,Cubesat 12U,-,,-,0.2,?,20,,97.67,S58025,2023 Oct  9,,0.3,ASPLB,20,?,-,PVCC,2023 Oct  9,-,LLEO/S,ESA,,Proba-V Companion Cubesat,A11053,565,2023-155K,Earth,2023 Oct  9 0320:23,58025,Box + 4 pan,0.8,,I-ESA,O,?,20,P
,-,295,Starlink V2M,-,,-,4.1,?,700,,53.06,S58028,2023 Oct  9,?,0.3,SPXS,750,,-,Starlink 30514,2023 Oct  9,-,LLEO/I,SPXS,,Starlink Group 7-4-01,A11056,285,2023-156A,Earth,2023 Oct  9 0845,58028,Box + pan,12.8,?,US,O,,750,P      D
,-,295,Starlink V2M,-,,-,4.1,?,700,,53.06,S58029,2023 Oct  9,?,0.3,SPXS,750,,-,Starlink 30518,2023 Oct  9,-,LLEO/I,SPXS,,Starlink Group 7-4-02,A11056,284,2023-156B,Earth,2023 Oct  9 0845,58029,Box + pan,12.8,?,US,O,,750,P      D
,-,295,Starlink V2M,-,,-,4.1,?,700,,53.06,S58030,2023 Oct  9,?,0.3,SPXS,750,,-,Starlink 30549,2023 Oct  9,-,LLEO/I,SPXS,,Starlink Group 7-4-03,A11056,284,2023-156C,Earth,2023 Oct  9 0845,58030,Box + pan,12.8,?,US,O,,750,P      A r
,-,295,Starlink V2M,-,,-,4.1,?,700,,53.06,S58031,2023 Oct  9,?,0.3,SPXS,750,,-,Starlink 30556,2023 Oct  9,-,LLEO/I,SPXS,,Starlink Group 7-4-04,A11056,284,2023-156D,Earth,2023 Oct  9 0845,58031,Box + pan,12.8,?,US,O,,750,P      A
,-,295,Starlink V2M,-,,-,4.1,?,700,,53.06,S58032,2023 Oct  9,?,0.3,SPXS,750,,-,Starlink 30561,2023 Oct  9,-,LLEO/I,SPXS,,Starlink Group 7-4-05,A11056,284,2023-156E,Earth,2023 Oct  9 0845,58032,Box + pan,12.8,?,US,O,,750,P      A
,-,295,Starlink V2M,-,,-,4.1,?,700,,53.06,S58033,2023 Oct  9,?,0.3,SPXS,750,,-,Starlink 30562,2023 Oct  9,-,LLEO/I,SPXS,,Starlink Group 7-4-06,A11056,284,2023-156F,Earth,2023 Oct  9 0845,58033,Box + pan,12.8,?,US,O,,750,P      A
,-,295,Starlink V2M,-,,-,4.1,?,700,,53.06,S58034,2023 Oct  9,?,0.3,SPXS,750,,-,Starlink 30565,2023 Oct  9,-,LLEO/I,SPXS,,Starlink Group 7-4-07,A11056,284,2023-156G,Earth,2023 Oct  9 0845,58034,Box + pan,12.8,?,US,O,,750,P      A
,-,295,Starlink V2M,-,,-,4.1,?,700,,53.06,S58035,2023 Oct  9,?,0.3,SPXS,750,,-,Starlink 30438,2023 Oct  9,-,LLEO/I,SPXS,,Starlink Group 7-4-08,A11056,284,2023-156H,Earth,2023 Oct  9 0845,58035,Box + pan,12.8,?,US,O,,750,P      D
,-,295,Starlink V2M,-,,-,4.1,?,700,,53.06,S58036,2023 Oct  9,?,0.3,SPXS,750,,-,Starlink 30437,2023 Oct  9,-,LLEO/I,SPXS,,Starlink Group 7-4-09,A11056,284,2023-156J,Earth,2023 Oct  9 0845,58036,Box + pan,12.8,?,US,O,,750,P      A
,-,295,Starlink V2M,-,,-,4.1,?,700,,53.06,S58037,2023 Oct  9,?,0.3,SPXS,750,,-,Starlink 30533,2023 Oct  9,-,LLEO/I,SPXS,,Starlink Group 7-4-10,A11056,284,2023-156K,Earth,2023 Oct  9 0845,58037,Box + pan,12.8,?,US,O,,750,P      A
,-,295,Starlink V2M,-,,-,4.1,?,700,,53.06,S58038,2023 Oct  9,?,0.3,SPXS,750,,-,Starlink 30560,2023 Oct  9,-,LLEO/I,SPXS,,Starlink Group 7-4-11,A11056,284,2023-156L,Earth,2023 Oct  9 0845,58038,Box + pan,12.8,?,US,O,,750,P      D
,-,295,Starlink V2M,-,,-,4.1,?,700,,53.06,S58039,2023 Oct  9,?,0.3,SPXS,750,,-,Starlink 30559,2023 Oct  9,-,LLEO/I,SPXS,,Starlink Group 7-4-12,A11056,284,2023-156M,Earth,2023 Oct  9 0845,58039,Box + pan,12.8,?,US,O,,750,P      A
,-,295,Starlink V2M,-,,-,4.1,?,700,,53.06,S58040,2023 Oct  9,?,0.3,SPXS,750,,-,Starlink 30555,2023 Oct  9,-,LLEO/I,SPXS,,Starlink Group 7-4-13,A11056,284,2023-156N,Earth,2023 Oct  9 0845,58040,Box + pan,12.8,?,US,O,,750,P      A
,-,295,Starlink V2M,-,,-,4.1,?,700,,53.06,S58041,2023 Oct  9,?,0.3,SPXS,750,,-,Starlink 30542,2023 Oct  9,-,LLEO/I,SPXS,,Starlink Group 7-4-14,A11056,284,2023-156P,Earth,2023 Oct  9 0845,58041,Box + pan,12.8,?,US,O,,750,P      A
,-,295,Starlink V2M,-,,-,4.1,?,700,,53.06,S58042,2023 Oct  9,?,0.3,SPXS,750,,-,Starlink 30563,2023 Oct  9,-,LLEO/I,SPXS,,Starlink Group 7-4-15,A11056,284,2023-156Q,Earth,2023 Oct  9 0845,58042,Box + pan,12.8,?,US,O,,750,P      A
,-,295,Starlink V2M,-,,-,4.1,?,700,,53.06,S58043,2023 Oct  9,?,0.3,SPXS,750,,-,Starlink 30564,2023 Oct  9,-,LLEO/I,SPXS,,Starlink Group 7-4-16,A11056,284,2023-156R,Earth,2023 Oct  9 0845,58043,Box + pan,12.8,?,US,O,,750,P      A
,-,295,Starlink V2M,-,,-,4.1,?,700,,53.06,S58044,2023 Oct  9,?,0.3,SPXS,750,,-,Starlink 30547,2023 Oct  9,-,LLEO/I,SPXS,,Starlink Group 7-4-17,A11056,284,2023-156S,Earth,2023 Oct  9 0845,58044,Box + pan,12.8,?,US,O,,750,P      A
,-,295,Starlink V2M,-,,-,4.1,?,700,,53.06,S58045,2023 Oct  9,?,0.3,SPXS,750,,-,Starlink 30550,2023 Oct  9,-,LLEO/I,SPXS,,Starlink Group 7-4-18,A11056,284,2023-156T,Earth,2023 Oct  9 0845,58045,Box + pan,12.8,?,US,O,,750,P      F r
,-,295,Starlink V2M,-,,-,4.1,?,700,,53.06,S58046,2023 Oct  9,?,0.3,SPXS,750,,-,Starlink 30548,2023 Oct  9,-,LLEO/I,SPXS,,Starlink Group 7-4-19,A11056,284,2023-156U,Earth,2023 Oct  9 0845,58046,Box + pan,12.8,?,US,O,,750,P      A
,-,295,Starlink V2M,-,,-,4.1,?,700,,53.06,S58047,2023 Oct  9,?,0.3,SPXS,750,,-,Starlink 30529,2023 Oct  9,-,LLEO/I,SPXS,,Starlink Group 7-4-20,A11056,284,2023-156V,Earth,2023 Oct  9 0845,58047,Box + pan,12.8,?,US,O,,750,P      A
,-,295,Starlink V2M,-,,-,4.1,?,700,,53.06,S58048,2023 Oct  9,?,0.3,SPXS,750,,-,Starlink 30554,2023 Oct  9,-,LLEO/I,SPXS,,Starlink Group 7-4-21,A11056,284,2023-156W,Earth,2023 Oct  9 0845,58048,Box + pan,12.8,?,US,O,,750,P      A
,-,292,Starlink V2M,-,,-,4.1,?,700,,43.00,S58051,2023 Oct 13,?,0.3,SPXS,750,,-,Starlink 30568,2023 Oct 14,-,LLEO/I,SPXS,,Starlink Group 6-22-01,A11058,282,2023-158A,Earth,2023 Oct 14 0006:25,58051,Box + pan,12.8,?,US,O,,750,P      A
,-,292,Starlink V2M,-,,-,4.1,?,700,,43.00,S58052,2023 Oct 13,?,0.3,SPXS,750,,-,Starlink 30575,2023 Oct 14,-,LLEO/I,SPXS,,Starlink Group 6-22-02,A11058,282,2023-158B,Earth,2023 Oct 14 0006:25,58052,Box + pan,12.8,?,US,O,,750,P      A
,-,292,Starlink V2M,-,,-,4.1,?,700,,43.00,S58053,2023 Oct 13,?,0.3,SPXS,750,,-,Starlink 30577,2023 Oct 14,-,LLEO/I,SPXS,,Starlink Group 6-22-03,A11058,282,2023-158C,Earth,2023 Oct 14 0006:25,58053,Box + pan,12.8,?,US,O,,750,P      A
,-,292,Starlink V2M,-,,-,4.1,?,700,,43.00,S58054,2023 Oct 13,?,0.3,SPXS,750,,-,Starlink 30566,2023 Oct 14,-,LLEO/I,SPXS,,Starlink Group 6-22-04,A11058,282,2023-158D,Earth,2023 Oct 14 0006:25,58054,Box + pan,12.8,?,US,O,,750,P      A
,-,292,Starlink V2M,-,,-,4.1,?,700,,43.00,S58055,2023 Oct 13,?,0.3,SPXS,750,,-,Starlink 30544,2023 Oct 14,-,LLEO/I,SPXS,,Starlink Group 6-22-05,A11058,282,2023-158E,Earth,2023 Oct 14 0006:25,58055,Box + pan,12.8,?,US,O,,750,P      A
,-,292,Starlink V2M,-,,-,4.1,?,700,,43.00,S58056,2023 Oct 13,?,0.3,SPXS,750,,-,Starlink 30553,2023 Oct 14,-,LLEO/I,SPXS,,Starlink Group 6-22-06,A11058,282,2023-158F,Earth,2023 Oct 14 0006:25,58056,Box + pan,12.8,?,US,O,,750,P      A
,-,292,Starlink V2M,-,,-,4.1,?,700,,43.00,S58057,2023 Oct 13,?,0.3,SPXS,750,,-,Starlink 30541,2023 Oct 14,-,LLEO/I,SPXS,,Starlink Group 6-22-07,A11058,282,2023-158G,Earth,2023 Oct 14 0006:25,58057,Box + pan,12.8,?,US,O,,750,P      A
,-,292,Starlink V2M,-,,-,4.1,?,700,,43.00,S58058,2023 Oct 13,?,0.3,SPXS,750,,-,Starlink 30573,2023 Oct 14,-,LLEO/I,SPXS,,Starlink Group 6-22-08,A11058,282,2023-158H,Earth,2023 Oct 14 0006:25,58058,Box + pan,12.8,?,US,O,,750,P      A
,-,292,Starlink V2M,-,,-,4.1,?,700,,43.00,S58059,2023 Oct 13,?,0.3,SPXS,750,,-,Starlink 30582,2023 Oct 14,-,LLEO/I,SPXS,,Starlink Group 6-22-09,A11058,282,2023-158J,Earth,2023 Oct 14 0006:25,58059,Box + pan,12.8,?,US,O,,750,P      A
,-,292,Starlink V2M,-,,-,4.1,?,700,,43.00,S58060,2023 Oct 13,?,0.3,SPXS,750,,-,Starlink 30558,2023 Oct 14,-,LLEO/I,SPXS,,Starlink Group 6-22-10,A11058,282,2023-158K,Earth,2023 Oct 14 0006:25,58060,Box + pan,12.8,?,US,O,,750,P      A
,-,292,Starlink V2M,-,,-,4.1,?,700,,43.00,S58061,2023 Oct 13,?,0.3,SPXS,750,,-,Starlink 30579,2023 Oct 14,-,LLEO/I,SPXS,,Starlink Group 6-22-11,A11058,282,2023-158L,Earth,2023 Oct 14 0006:25,58061,Box + pan,12.8,?,US,O,,750,P      F r
,-,292,Starlink V2M,-,,-,4.1,?,700,,43.00,S58062,2023 Oct 13,?,0.3,SPXS,750,,-,Starlink 30588,2023 Oct 14,-,LLEO/I,SPXS,,Starlink Group 6-22-12,A11058,282,2023-158M,Earth,2023 Oct 14 0006:25,58062,Box + pan,12.8,?,US,O,,750,P      A
,-,292,Starlink V2M,-,,-,4.1,?,700,,43.00,S58063,2023 Oct 13,?,0.3,SPXS,750,,-,Starlink 30585,2023 Oct 14,-,LLEO/I,SPXS,,Starlink Group 6-22-13,A11058,282,2023-158N,Earth,2023 Oct 14 0006:25,58063,Box + pan,12.8,?,US,O,,750,P      A
,-,292,Starlink V2M,-,,-,4.1,?,700,,43.00,S58064,2023 Oct 13,?,0.3,SPXS,750,,-,Starlink 30587,2023 Oct 14,-,LLEO/I,SPXS,,Starlink Group 6-22-14,A11058,282,2023-158P,Earth,2023 Oct 14 0006:25,58064,Box + pan,12.8,?,US,O,,750,P      A
,-,292,Starlink V2M,-,,-,4.1,?,700,,43.00,S58065,2023 Oct 13,?,0.3,SPXS,750,,-,Starlink 30576,2023 Oct 14,-,LLEO/I,SPXS,,Starlink Group 6-22-15,A11058,282,2023-158Q,Earth,2023 Oct 14 0006:25,58065,Box + pan,12.8,?,US,O,,750,P      A
,-,292,Starlink V2M,-,,-,4.1,?,700,,43.00,S58066,2023 Oct 13,?,0.3,SPXS,750,,-,Starlink 30571,2023 Oct 14,-,LLEO/I,SPXS,,Starlink Group 6-22-16,A11058,282,2023-158R,Earth,2023 Oct 14 0006:25,58066,Box + pan,12.8,?,US,O,,750,P      A
,-,292,Starlink V2M,-,,-,4.1,?,700,,43.00,S58067,2023 Oct 13,?,0.3,SPXS,750,,-,Starlink 30567,2023 Oct 14,-,LLEO/I,SPXS,,Starlink Group 6-22-17,A11058,282,2023-158S,Earth,2023 Oct 14 0006:25,58067,Box + pan,12.8,?,US,O,,750,P      A
,-,292,Starlink V2M,-,,-,4.1,?,700,,43.00,S58068,2023 Oct 13,?,0.3,SPXS,750,,-,Starlink 30569,2023 Oct 14,-,LLEO/I,SPXS,,Starlink Group 6-22-18,A11058,282,2023-158T,Earth,2023 Oct 14 0006:25,58068,Box + pan,12.8,?,US,O,,750,P      A
,-,292,Starlink V2M,-,,-,4.1,?,700,,43.00,S58069,2023 Oct 13,?,0.3,SPXS,750,,-,Starlink 30480,2023 Oct 14,-,LLEO/I,SPXS,,Starlink Group 6-22-19,A11058,282,2023-158U,Earth,2023 Oct 14 0006:25,58069,Box + pan,12.8,?,US,O,,750,P      A
,-,292,Starlink V2M,-,,-,4.1,?,700,,43.00,S58070,2023 Oct 13,?,0.3,SPXS,750,,-,Starlink 30532,2023 Oct 14,-,LLEO/I,SPXS,,Starlink Group 6-22-20,A11058,282,2023-158V,Earth,2023 Oct 14 0006:25,58070,Box + pan,12.8,?,US,O,,750,P      A
,-,292,Starlink V2M,-,,-,4.1,?,700,,43.00,S58071,2023 Oct 13,?,0.3,SPXS,750,,-,Starlink 30513,2023 Oct 14,-,LLEO/I,SPXS,,Starlink Group 6-22-21,A11058,282,2023-158W,Earth,2023 Oct 14 0006:25,58071,Box + pan,12.8,?,US,O,,750,P      A
