AF,AltNames,Apogee,Bus,DDate,DFlag,Dest,Diameter,DryFlag,DryMass,IF,Inc,JCAT,LDate,LFlag,Length,Manufacturer,Mass,MassFlag,Motor,Name,ODate,OQUAL,OpOrbit,Owner,PF,PLName,Parent,Perigee,Piece,Primary,SDate,Satcat,Shape,Span,SpanFlag,State,Status,TotFlag,TotMass,Type
,-,537,Cubesat 0.25U,-,,-,0.1,,0.284,,97.50,S55094,2023 Jan  3,,0.025,SWARMX,0.284,,-,SpaceBEE-165,2023 Jan  3,-,LLEO/S,SWARMX,,SpaceBEE-165,A10827,516,2023-001CP,Earth,2023 Jan  3 1558:03,55094,Box+2 ant,0.9,,US,O,,0.284,P
,-,537,Cubesat 0.25U,-,,-,0.1,,0.284,,97.50,S55095,2023 Jan  3,,0.025,SWARMX,0.284,,-,SpaceBEE-162,2023 Jan  3,-,LLEO/S,SWARMX,,SpaceBEE-162,A10827,516,2023-001CQ,Earth,2023 Jan  3 1558:03,55095,Box+2 ant,0.9,,US,O,,0.284,P
,-,537,Cubesat 0.25U,-,,-,0.1,,0.284,,97.50,S55096,2023 Jan  3,,0.025,SWARMX,0.284,,-,SpaceBEE-161,2023 Jan  3,-,LLEO/S,SWARMX,,SpaceBEE-161,A10827,516,2023-001CR,Earth,2023 Jan  3 1558:03,55096,Box+2 ant,0.9,,US,O,,0.284,P
,-,537,Cubesat 0.25U,-,,-,0.1,,0.284,,97.50,S55097,2023 Jan  3,,0.025,SWARMX,0.284,,-,SpaceBEE-160,2023 Jan  3,-,LLEO/S,SWARMX,,SpaceBEE-160,A10827,516,2023-001CS,Earth,2023 Jan  3 1558:03,55097,Box+2 ant,0.9,,US,O,,0.284,P
,-,537,Cubesat 1U,-,,-,0.1,,1.172,,97.50,S55098,2023 Jan  3,,0.1,CEITEC,1.172,,-,BDSAT-2,2023 Jan  3,-,LLEO/S,CEITEC/SPMNC,,BDSAT-2,A10827,515,2023-001CT,Earth,2023 Jan  3 1554:30,55098,Box,0.1,,CZ,O,,1.172,P
,-,537,Cubesat 0.25U,-,,-,0.1,,0.284,,97.50,S55099,2023 Jan  3,,0.025,SWARMX,0.284,,-,SpaceBEE-156,2023 Jan  3,-,LLEO/S,SWARMX,,SpaceBEE-156,A10827,516,2023-001CU,Earth,2023 Jan  3 1558:03,55099,Box+2 ant,0.9,,US,O,,0.284,P
,-,537,Cubesat 0.25U,-,,-,0.1,,0.284,,97.50,S55100,2023 Jan  3,,0.025,SWARMX,0.284,,-,SpaceBEE-158,2023 Jan  3,-,LLEO/S,SWARMX,,SpaceBEE-158,A10827,516,2023-001CV,Earth,2023 Jan  3 1558:03,55100,Box+2 ant,0.9,,US,O,,0.284,P
,-,537,Cubesat 0.25U,-,,-,0.1,,0.284,,97.50,S55101,2023 Jan  3,,0.025,SWARMX,0.284,,-,SpaceBEE-159,2023 Jan  3,-,LLEO/S,SWARMX,,SpaceBEE-159,A10827,516,2023-001CW,Earth,2023 Jan  3 1558:03,55101,Box+2 ant,0.9,,US,O,,0.284,P
,-,537,Cubesat 0.25U,-,,-,0.1,,0.284,,97.50,S55102,2023 Jan  3,,0.025,SWARMX,0.284,,-,SpaceBEE-157,2023 Jan  3,-,LLEO/S,SWARMX,,SpaceBEE-157,A10827,516,2023-001CX,Earth,2023 Jan  3 1558:03,55102,Box+2 ant,0.9,,US,O,,0.284,P
,-,536,Cubesat 2U,-,,-,0.1,,3,,97.50,S55103,2023 Jan  3,,0.2,KWU,3,,-,KuwaitSat-1,2023 Jan  3,-,LLEO/S,KWU,,KuwaitSat-1,A10827,515,2023-001CY,Earth,2023 Jan  3 1554:20,55103,Box,0.2,,KW,O,,3,P
,-,537,Cubesat 3U,-,,-,0.1,,4,,97.50,S55104,2023 Jan  3,,0.3,SHARJ,4,,-,Sharjah-Sat-1,2023 Jan 18,-,LLEO/S,SHARJ,,Sharjah-Sat-1,S55051,516,2023-001CZ,Earth,2023 Jan 16,55104,Box,0.3,,UAE,O,,4,P
,PLD-52,654,Cubesat 3U,-,,-,0.1,,4,,98.06,S55107,2023 Jan  3,,0.3,CLAAC,4,,-,Kelpie-1,2023 Mar  4,-,LEO/S,CLAAC,,AAC-AIS-SAT-1,S55060,637,2023-001DC,Earth,2023 Mar  1 1030:00,55107,Box,0.3,,UK,O,,4,P
,-,529,Cubesat 3U,-,,-,0.1,,4,,97.48,S55108,2023 Jan  3,,0.3,QOSMO,4,,-,Zeus-1,2023 May 19,-,LLEO/S,QOSMO,,Zeus-1,S55056,513,2023-001DD,Earth,2023 May 10,55108,Box,0.3,,SG,O,,4,P       ?
,-,35810,DFH-4E?,-,?,-,2.5,?,2500,,0.63,S55131,2023 Jan  8,?,5.0,CAST?,5000,?,DFH-4 LAE,Shi Jian 23,2023 Mar 10,-,GEO/S,ZLZB,,SJ-23,S55132,35760,2023-002A,Earth,2023 Jan  8 2229?,55131,Box + 2 Pan,30.0,?,CN,O,?,5000,P
,-,32381,CZ-3A Stage 3,-,,-,3.0,?,2800,,16.66,S55132,2023 Jan  8,,12.4,CALT,8400,?,-,CZ-7A Y4 Stage 3,2023 Mar 10,-,HEO,CASC,,CZ-7A Stage 3,R81973,183,2023-002B,Earth,2023 Jan  8 2211?,55132,Cyl,12.4,,CN,O,?,2800,R3
,Xiguang 003,510,XST,-,?,-,1.0,?,50,,97.27,S55133,2023 Jan  9,?,1.5,ZXHK,50,?,-,Xiamen Keji 1,2023 Jan 10,-,LLEO/S,XIAMT/ZXHK,,Sci Tech 1,A10828,495,2023-003A,Earth,2023 Jan  9 0525?,55133,Box,1.5,?,CN,O,,50,P       ?
,-,511,Tianmu,-,?,-,1.0,?,50,,97.27,S55134,2023 Jan  9,?,1.5,XIYW,50,?,-,Tianmu-1 qixiang xingzou 01,2023 Jan 10,-,LLEO/S,XIYW,,Xiyong weidian yuan 1,A10828,494,2023-003B,Earth,2023 Jan  9 0525?,55134,Box,1.5,?,CN,O,,50,P       ?
,-,510,Tianmu,-,?,-,1.0,?,50,,97.27,S55135,2023 Jan  9,?,1.5,XIYW,50,?,-,Tianmu-1 qixiang xingzou 02,2023 Jan 10,-,LLEO/S,XIYW,,Xiyong weidian yuan 2,A10828,494,2023-003C,Earth,2023 Jan  9 0525?,55135,Box,1.5,?,CN,O,,50,P       ?
,-,510,StarLightB,-,?,-,0.3,?,40,,97.27,S55136,2023 Jan  9,?,0.5,ASES,40,?,-,Tianqi Xingzuo 13,2023 Jan 10,-,LLEO/S,GUOG,,Tianqi-13,A10828,494,2023-003D,Earth,2023 Jan  9 0525?,55136,Box,0.5,?,CN,O,,40,P       ?
,-,510,Cubesat 6U?,-,,-,0.2,?,10,,97.27,S55137,2023 Jan  9,,0.3,SWK,10,?,-,Nantong Zhongxue Hao,2023 Jan 10,-,LLEO/S,SWK/NANZ,,Nantong Zhongxue Hao,A10828,493,2023-003E,Earth,2023 Jan  9 0525?,55137,Box+ 2 pan,0.5,,CN,O,,10,P       ?
,-,602,ARROW,-,,-,1.0,?,140,,86.51,S55140,2023 Jan 10,,1.3,ONEWUS,148,,-,OneWeb SL0532,2023 Jan 12,-,LLEO/P,ONEWEBN,,OneWeb L16-016,A10830  C8,587,2023-004A,Earth,2023 Jan 10 0604:37,55140,Trapezoid+2 pan,5.0,?,UK,O,,148,P      O
,-,602,ARROW,-,,-,1.0,?,140,,86.51,S55141,2023 Jan 10,,1.3,ONEWUS,148,,-,OneWeb SL0533,2023 Jan 12,-,LLEO/P,ONEWEBN,,OneWeb L16-024,A10830  D3,586,2023-004B,Earth,2023 Jan 10 0609:29,55141,Trapezoid+2 pan,5.0,?,UK,O,,148,P      O
,-,602,ARROW,-,,-,1.0,?,140,,86.51,S55142,2023 Jan 10,,1.3,ONEWUS,148,,-,OneWeb SL0541,2023 Jan 12,-,LLEO/P,ONEWEBN,,OneWeb L16-004,A10830  A8,589,2023-004C,Earth,2023 Jan 10 0549:29,55142,Trapezoid+2 pan,5.0,?,UK,O,,148,P      O
,-,602,ARROW,-,,-,1.0,?,140,,86.51,S55143,2023 Jan 10,,1.3,ONEWUS,148,,-,OneWeb SL0543,2023 Jan 12,-,LLEO/P,ONEWEBN,,OneWeb L16-010,A10830  A6,589,2023-004D,Earth,2023 Jan 10 0551:22,55143,Trapezoid+2 pan,5.0,?,UK,O,,148,P      A
,-,601,ARROW,-,,-,1.0,?,140,,86.51,S55144,2023 Jan 10,,1.3,ONEWUS,148,,-,OneWeb SL0544,2023 Jan 12,-,LLEO/P,ONEWEBN,,OneWeb L16-030,A10830  B3,584,2023-004E,Earth,2023 Jan 10 0620:57,55144,Trapezoid+2 pan,5.0,?,UK,O,,148,P      A
,-,601,ARROW,-,,-,1.0,?,140,,86.51,S55145,2023 Jan 10,,1.3,ONEWUS,148,,-,OneWeb SL0560,2023 Jan 12,-,LLEO/P,ONEWEBN,,OneWeb L16-031,A10830  D1,584,2023-004F,Earth,2023 Jan 10 0621:22,55145,Trapezoid+2 pan,5.0,?,UK,O,,148,P      A
,-,601,ARROW,-,,-,1.0,?,140,,86.51,S55146,2023 Jan 10,,1.3,ONEWUS,148,,-,OneWeb SL0565,2023 Jan 12,-,LLEO/P,ONEWEBN,,OneWeb L16-032,A10830  D5,583,2023-004G,Earth,2023 Jan 10 0621:22,55146,Trapezoid+2 pan,5.0,?,UK,O,,148,P      A
,-,601,ARROW,-,,-,1.0,?,140,,86.51,S55147,2023 Jan 10,,1.3,ONEWUS,148,,-,OneWeb SL0567,2023 Jan 12,-,LLEO/P,ONEWEBN,,OneWeb L16-037,A10830  E2,583,2023-004H,Earth,2023 Jan 10 0624:54,55147,Trapezoid+2 pan,5.0,?,UK,O,,148,P      A
,-,602,ARROW,-,,-,1.0,?,140,,86.51,S55148,2023 Jan 10,,1.3,ONEWUS,148,,-,OneWeb SL0569,2023 Jan 12,-,LLEO/P,ONEWEBN,,OneWeb L16-026,A10830  C2,586,2023-004J,Earth,2023 Jan 10 0610:08,55148,Trapezoid+2 pan,5.0,?,UK,O,,148,P      D
,-,602,ARROW,-,,-,1.0,?,140,,86.51,S55149,2023 Jan 10,,1.3,ONEWUS,148,,-,OneWeb SL0570,2023 Jan 12,-,LLEO/P,ONEWEBN,,OneWeb L16-020,A10830  C3,586,2023-004K,Earth,2023 Jan 10 0607:45,55149,Trapezoid+2 pan,5.0,?,UK,O,,148,P      A
,-,601,ARROW,-,,-,1.0,?,140,,86.51,S55150,2023 Jan 10,,1.3,ONEWUS,148,,-,OneWeb SL0571,2023 Jan 12,-,LLEO/P,ONEWEBN,,OneWeb L16-038,A10830  E6,583,2023-004L,Earth,2023 Jan 10 0624:54,55150,Trapezoid+2 pan,5.0,?,UK,O,,148,P      A
,-,602,ARROW,-,,-,1.0,?,140,,86.51,S55151,2023 Jan 10,,1.3,ONEWUS,148,,-,OneWeb SL0572,2023 Jan 12,-,LLEO/P,ONEWEBN,,OneWeb L16-027,A10830  C6,586,2023-004M,Earth,2023 Jan 10 0610:08,55151,Trapezoid+2 pan,5.0,?,UK,O,,148,P      O
,-,606,ARROW,-,,-,1.0,?,140,,86.50,S55152,2023 Jan 10,,1.3,ONEWUS,148,,-,OneWeb SL0573,2023 Jan 10,-,LEO/P,ONEWEBN,,OneWeb L16-025,A10830  D7,602,2023-004N,Earth,2023 Jan 10 0609:29,55152,Trapezoid+2 pan,5.0,?,UK,O,,148,P      A
,-,602,ARROW,-,,-,1.0,?,140,,86.51,S55153,2023 Jan 10,,1.3,ONEWUS,148,,-,OneWeb SL0588,2023 Jan 12,-,LLEO/P,ONEWEBN,,OneWeb L16-013,A10830  A3,590,2023-004P,Earth,2023 Jan 10 0554:43,55153,Trapezoid+2 pan,5.0,?,UK,O,,148,P      A
,-,602,ARROW,-,,-,1.0,?,140,,86.51,S55154,2023 Jan 10,,1.3,ONEWUS,148,,-,OneWeb SL0598,2023 Jan 12,-,LLEO/P,ONEWEBN,,OneWeb L16-005,A10830  B1,589,2023-004Q,Earth,2023 Jan 10 0550:29,55154,Trapezoid+2 pan,5.0,?,UK,O,,148,P      O
,-,602,ARROW,-,,-,1.0,?,140,,86.51,S55155,2023 Jan 10,,1.3,ONEWUS,148,,-,OneWeb SL0599,2023 Jan 12,-,LLEO/P,ONEWEBN,,OneWeb L16-023,A10830  D8,586,2023-004R,Earth,2023 Jan 10 0608:17,55155,Trapezoid+2 pan,5.0,?,UK,O,,148,P      O
,-,601,ARROW,-,,-,1.0,?,140,,86.51,S55156,2023 Jan 10,,1.3,ONEWUS,148,,-,OneWeb SL0614,2023 Jan 12,-,LLEO/P,ONEWEBN,,OneWeb L16-001,A10830  A1,589,2023-004S,Earth,2023 Jan 10 0549:05,55156,Trapezoid+2 pan,5.0,?,UK,O,,148,P      O
,-,602,ARROW,-,,-,1.0,?,140,,86.51,S55157,2023 Jan 10,,1.3,ONEWUS,148,,-,OneWeb SL0616,2023 Jan 11,-,LLEO/P,ONEWEBN,,OneWeb L16-019,A10830  B6,587,2023-004T,Earth,2023 Jan 10 0605:57,55157,Trapezoid+2 pan,5.0,?,UK,O,,148,P      O
,-,602,ARROW,-,,-,1.0,?,140,,86.51,S55158,2023 Jan 10,,1.3,ONEWUS,148,,-,OneWeb SL0617,2023 Jan 12,-,LLEO/P,ONEWEBN,,OneWeb L16-006,A10830  B5,591,2023-004U,Earth,2023 Jan 10 0550:29,55158,Trapezoid+2 pan,5.0,?,UK,O,,148,P      O
,-,602,ARROW,-,,-,1.0,?,140,,86.51,S55159,2023 Jan 10,,1.3,ONEWUS,148,,-,OneWeb SL0618,2023 Jan 12,-,LLEO/P,ONEWEBN,,OneWeb L16-021,A10830  C7,587,2023-004V,Earth,2023 Jan 10 0607:45,55159,Trapezoid+2 pan,5.0,?,UK,O,,148,P      D
,-,602,ARROW,-,,-,1.0,?,140,,86.51,S55160,2023 Jan 10,,1.3,ONEWUS,148,,-,OneWeb SL0619,2023 Jan 12,-,LLEO/P,ONEWEBN,,OneWeb L16-015,A10830  C4,585,2023-004W,Earth,2023 Jan 10 0604:37,55160,Trapezoid+2 pan,5.0,?,UK,O,,148,P      O
,-,602,ARROW,-,,-,1.0,?,140,,86.51,S55161,2023 Jan 10,,1.3,ONEWUS,148,,-,OneWeb SL0620,2023 Jan 12,-,LLEO/P,ONEWEBN,,OneWeb L16-012,A10830  B8,590,2023-004X,Earth,2023 Jan 10 0552:57,55161,Trapezoid+2 pan,5.0,?,UK,O,,148,P      O
,-,602,ARROW,-,,-,1.0,?,140,,86.51,S55162,2023 Jan 10,,1.3,ONEWUS,148,,-,OneWeb SL0621,2023 Jan 12,-,LLEO/P,ONEWEBN,,OneWeb L16-002,A10830  A5,591,2023-004Y,Earth,2023 Jan 10 0549:05,55162,Trapezoid+2 pan,5.0,?,UK,O,,148,P      O
,-,602,ARROW,-,,-,1.0,?,140,,86.51,S55163,2023 Jan 10,,1.3,ONEWUS,148,,-,OneWeb SL0622,2023 Jan 12,-,LLEO/P,ONEWEBN,,OneWeb L16-008,A10830  C5,591,2023-004Z,Earth,2023 Jan 10 0550:50,55163,Trapezoid+2 pan,5.0,?,UK,O,,148,P      O
,-,601,ARROW,-,,-,1.0,?,140,,86.51,S55164,2023 Jan 10,,1.3,ONEWUS,148,,-,OneWeb SL0623,2023 Jan 12,-,LLEO/P,ONEWEBN,,OneWeb L16-035,A10830  D2,583,2023-004AA,Earth,2023 Jan 10 0623:29,55164,Trapezoid+2 pan,5.0,?,UK,O,,148,P      O
,-,601,ARROW,-,,-,1.0,?,140,,86.51,S55165,2023 Jan 10,,1.3,ONEWUS,148,,-,OneWeb SL0624,2023 Jan 12,-,LLEO/P,ONEWEBN,,OneWeb L16-036,A10830  D6,583,2023-004AB,Earth,2023 Jan 10 0623:29,55165,Trapezoid+2 pan,5.0,?,UK,O,,148,P      O
,-,602,ARROW,-,,-,1.0,?,140,,86.51,S55166,2023 Jan 10,,1.3,ONEWUS,148,,-,OneWeb SL0625,2023 Jan 12,-,LLEO/P,ONEWEBN,,OneWeb L16-022,A10830  D4,587,2023-004AC,Earth,2023 Jan 10 0608:17,55166,Trapezoid+2 pan,5.0,?,UK,O,,148,P      O
,-,601,ARROW,-,,-,1.0,?,140,,86.51,S55167,2023 Jan 10,,1.3,ONEWUS,148,,-,OneWeb SL0626,2023 Jan 12,-,LLEO/P,ONEWEBN,,OneWeb L16-033,A10830  E4,583,2023-004AD,Earth,2023 Jan 10 0622:35,55167,Trapezoid+2 pan,5.0,?,UK,O,,148,P      O
,-,601,ARROW,-,,-,1.0,?,140,,86.51,S55168,2023 Jan 10,,1.3,ONEWUS,148,,-,OneWeb SL0627,2023 Jan 12,-,LLEO/P,ONEWEBN,,OneWeb L16-039,A10830  E1,583,2023-004AE,Earth,2023 Jan 10 0625:33,55168,Trapezoid+2 pan,5.0,?,UK,O,,148,P      O
,-,601,ARROW,-,,-,1.0,?,140,,86.51,S55169,2023 Jan 10,,1.3,ONEWUS,148,,-,OneWeb SL0628,2023 Jan 12,-,LLEO/P,ONEWEBN,,OneWeb L16-040,A10830  E5,583,2023-004AF,Earth,2023 Jan 10 0625:33,55169,Trapezoid+2 pan,5.0,?,UK,O,,148,P      O
,-,601,ARROW,-,,-,1.0,?,140,,86.51,S55170,2023 Jan 10,,1.3,ONEWUS,148,,-,OneWeb SL0629,2023 Jan 12,-,LLEO/P,ONEWEBN,,OneWeb L16-029,A10830  E7,582,2023-004AG,Earth,2023 Jan 10 0619:55,55170,Trapezoid+2 pan,5.0,?,UK,O,,148,P      O
,-,601,ARROW,-,,-,1.0,?,140,,86.51,S55171,2023 Jan 10,,1.3,ONEWUS,148,,-,OneWeb SL0631,2023 Jan 12,-,LLEO/P,ONEWEBN,,OneWeb L16-034,A10830  E8,584,2023-004AH,Earth,2023 Jan 10 0622:35,55171,Trapezoid+2 pan,5.0,?,UK,O,,148,P      A
,-,602,ARROW,-,,-,1.0,?,140,,86.51,S55172,2023 Jan 10,,1.3,ONEWUS,148,,-,OneWeb SL0709,2023 Jan 12,-,LLEO/P,ONEWEBN,,OneWeb L16-014,A10830  A7,590,2023-004AJ,Earth,2023 Jan 10 0554:43,55172,Trapezoid+2 pan,5.0,?,UK,O,,148,P      O
,-,601,ARROW,-,,-,1.0,?,140,,86.51,S55173,2023 Jan 10,,1.3,ONEWUS,148,,-,OneWeb SL0710,2023 Jan 12,-,LLEO/P,ONEWEBN,,OneWeb L16-028,A10830  E3,584,2023-004AK,Earth,2023 Jan 10 0619:55,55173,Trapezoid+2 pan,5.0,?,UK,O,,148,P      O
,-,602,ARROW,-,,-,1.0,?,140,,86.51,S55174,2023 Jan 10,,1.3,ONEWUS,148,,-,OneWeb SL0711,2023 Jan 12,-,LLEO/P,ONEWEBN,,OneWeb L16-009,A10830  A2,590,2023-004AL,Earth,2023 Jan 10 0551:22,55174,Trapezoid+2 pan,5.0,?,UK,O,,148,P      O
,-,602,ARROW,-,,-,1.0,?,140,,86.51,S55175,2023 Jan 10,,1.3,ONEWUS,148,,-,OneWeb SL0713,2023 Jan 12,-,LLEO/P,ONEWEBN,,OneWeb L16-003,A10830  A4,591,2023-004AM,Earth,2023 Jan 10 0549:29,55175,Trapezoid+2 pan,5.0,?,UK,O,,148,P      O
,-,602,ARROW,-,,-,1.0,?,140,,86.51,S55176,2023 Jan 10,,1.3,ONEWUS,148,,-,OneWeb SL0715,2023 Jan 12,-,LLEO/P,ONEWEBN,,OneWeb L16-011,A10830  B4,590,2023-004AN,Earth,2023 Jan 10 0552:57,55176,Trapezoid+2 pan,5.0,?,UK,O,,148,P      O
,-,602,ARROW,-,,-,1.0,?,140,,86.51,S55177,2023 Jan 10,,1.3,ONEWUS,148,,-,OneWeb SL0716,2023 Jan 12,-,LLEO/P,ONEWEBN,,OneWeb L16-018,A10830  B2,585,2023-004AP,Earth,2023 Jan 10 0605:57,55177,Trapezoid+2 pan,5.0,?,UK,O,,148,P      O
,-,602,ARROW,-,,-,1.0,?,140,,86.51,S55178,2023 Jan 10,,1.3,ONEWUS,148,,-,OneWeb SL0717,2023 Jan 12,-,LLEO/P,ONEWEBN,,OneWeb L16-007,A10830  C1,589,2023-004AQ,Earth,2023 Jan 10 0550:50,55178,Trapezoid+2 pan,5.0,?,UK,O,,148,P      O
,-,602,ARROW,-,,-,1.0,?,140,,86.51,S55179,2023 Jan 10,,1.3,ONEWUS,148,,-,OneWeb SL0719,2023 Jan 11,-,LLEO/P,ONEWEBN,,OneWeb L16-017,A10830  B7,587,2023-004AR,Earth,2023 Jan 10 0604:54,55179,Trapezoid+2 pan,5.0,?,UK,O,,148,P      O
,-,36053,SJ21,-,?,-,1.0,?,200,,0.64,S55180,2023 Jan  8,?,1.0,SAST?,200,?,-,SJ-23 adapter?,2023 Mar 10,-,GEO/D,ZLZB,,-,S55131,36033,2023-002C,Earth,2023 Jan 16 2100?,55180,Box?,1.0,?,CN,O,?,200,C  A
,-,641,DFH-3E,-,?,-,2.5,?,2000,,28.51,S55239,2023 Jan 12,?,5.0,CAST,2090,?,EP-AOCS,Apstar 6E,2023 Jan 13,-,LLEO/I,APTS,,Apstar 6E,S55447,228,2023-005A,Earth,2023 Jan 23 1331?,55239,Box+ 2 pan,30.0,?,CN,O,?,2090,P
,-,522,-,-,,-,1.5,?,100,,43.20,S55242,2023 Jan 13,?,2.0,CAST,100,?,-,Shiyan 22 A xing,2023 Jan 14,-,LLEO/I,CASC,,Shiyan 22A,S55245,512,2023-006A,Earth,2023 Jan 13 0716?,55242,Box + 2 Pan,2.0,?,CN,O,?,100,P
,-,522,-,-,,-,1.5,?,100,,43.20,S55243,2023 Jan 13,?,2.0,CAS,100,?,-,Shiyan 22 B xing,2023 Jan 14,-,LLEO/I,CASC,,Shiyan 22B,S55245,512,2023-006B,Earth,2023 Jan 13 0716?,55243,Box + 2 Pan,2.0,?,CN,O,?,100,P
,-,522,-,-,,-,2.5,?,1000,,43.20,S55244,2023 Jan 13,?,2.5,DFHZ,1000,?,-,Yaogan 37 01 xing,2023 Jan 14,-,LLEO/I,ZZB,,Yaogan 37,S55245,508,2023-006C,Earth,2023 Jan 13 0715?,55244,Box + 2 Pan,5.0,?,CN,O,?,1000,P
,-,522,CZ-2 Stage 2,-,,-,3.3,,4006,,43.20,S55245,2023 Jan 13,,8.0,BWYIC,4006,,-,CZ-2D Y73 Stage 2,2023 Jan 14,-,LLEO/I,CASC,,CZ-2D Stage 2,R81988,509,2023-006D,Earth,2023 Jan 13 0715?,55245,Cyl+sail,8.0,,CN,O,,4006,R2
,-,499,Qilu,-,?,-,1.5,,189,,97.38,S55248,2023 Jan 15,?,2.0,SECM,189,,-,Qilu-2,2023 Jan 15,-,LLEO/S,SDIIT,,Qilu-2,A10831,488,2023-007A,Earth,2023 Jan 15 0325?,55248,Box,2.0,?,CN,O,?,200,P       ?
,-,497,Qilu,-,?,-,1.5,,186,,97.39,S55249,2023 Jan 15,?,2.0,SECM,186,,-,Qilu-3,2023 Jan 15,-,LLEO/S,SDIIT,,Qilu-3,A10831,480,2023-007B,Earth,2023 Jan 15 0325?,55249,Box,2.0,?,CN,O,?,200,P       ?
,-,498,Luojia-3,-,,-,1.0,,245,,97.38,S55250,2023 Jan 15,?,2.0,DFHZ,245,,-,Luojia-3 01 xing,2023 Jan 15,-,LLEO/S,WUHAN,,Luojia 3-01,A10831,485,2023-007C,Earth,2023 Jan 15 0325?,55250,Box+pan,2.0,?,CN,O,,245,P       ?
,-,496,JL-1,-,?,-,1.0,,42,,97.39,S55251,2023 Jan 15,?,1.5,CGSTL,42,,-,Jilin-1 GaoFen 03D-34,2023 Jan 15,-,LLEO/S,CGSTL,,Jilin-1 GaoFen 03D-34,A10831,491,2023-007D,Earth,2023 Jan 15 0325?,55251,Box,1.5,?,CN,O,,42,P       ?
,-,496,Cubesat 12U?,-,,-,0.2,,18,,97.39,S55252,2023 Jan 15,,0.3,CGSTL,18,,-,Jilin-1 Mofang 02A03,2023 Jan 15,-,LLEO/S,CGSTL,,Jilin-1 MF02A03,A10831,487,2023-007E,Earth,2023 Jan 15 0325?,55252,Box+panels,0.5,,CN,O,,18,P       ?
,-,494,Cubesat 12U?,-,,-,0.2,,18,,97.38,S55253,2023 Jan 15,,0.3,CGSTL,18,,-,Jilin-1 Mofang 02A04,2023 Jan 15,-,LLEO/S,CGSTL,,Jilin-1 MF02A04,A10831,481,2023-007F,Earth,2023 Jan 15 0325?,55253,Box+panels,0.5,,CN,O,,18,P       ?
,-,495,Cubesat 12U?,-,,-,0.2,,18,,97.38,S55254,2023 Jan 15,,0.3,CGSTL,18,,-,Jilin-1 Mofang 02A07,2023 Jan 15,-,LLEO/S,CGSTL,,Jilin-1 MF02A07,A10831,478,2023-007G,Earth,2023 Jan 15 0325?,55254,Box+panels,0.5,,CN,O,,18,P       ?
,-,502,JL-1,-,?,-,1.0,,42,,97.39,S55255,2023 Jan 15,?,1.5,CGSTL,42,,-,Haihe-1,2023 Jan 15,-,LLEO/S,YYAO/CGSTL,,Jilin-1 Hongwai A08,A10831,493,2023-007H,Earth,2023 Jan 15 0325?,55255,Box,1.5,?,CN,O,,42,P       ?
,-,495,JL-1,-,?,-,1.0,,42,,97.38,S55256,2023 Jan 15,?,1.5,CGSTL,42,,-,Wofuman,2023 Jan 15,-,LLEO/S,YYAO/CGSTL,,Jilin-1 Hongwai A07,A10831,485,2023-007J,Earth,2023 Jan 15 0325?,55256,Box,1.5,?,CN,O,,42,P       ?
,-,494,Beiyou,-,?,-,0.3,?,50,,97.39,S55257,2023 Jan 15,?,0.5,CTYK,50,,-,Beiyou-1,2023 Jan 15,-,LLEO/S,YOUD,,Beiyou-1,A10831,479,2023-007K,Earth,2023 Jan 15 0325?,55257,Box + 2 pan,2.0,?,CN,O,?,50,P       ?
,-,492,JZJ6,-,?,-,0.5,?,50,,97.37,S55258,2023 Jan 15,?,0.5,GHK/SISE,50,,-,Jin Zijing 6,2023 Jan 15,-,LLEO/S,GHK/SDIIT,,JZJ 6,A10831,481,2023-007L,Earth,2023 Jan 15 0325?,55258,Box+cyl+2 pan,0.5,?,CN,O,?,50,P       ?
,-,494,Cubesat 6U?,-,,-,0.2,,10,,97.37,S55259,2023 Jan 15,,0.3,GHK/JIUTS,10,,-,Jin Zijing 3,2023 Jan 15,-,LLEO/S,GHK/JIUTS,,JZJ 3,A10831,483,2023-007M,Earth,2023 Jan 15 0325?,55259,Box,0.3,,CN,O,,10,P       ?
,-,492,Cubesat 6U?,-,,-,0.2,,10,,97.37,S55260,2023 Jan 15,,0.3,GHK/JIUTS,10,,-,Jin Zijing 4,2023 Jan 15,-,LLEO/S,GHK/JIUTS,,JZJ 4,A10831,481,2023-007N,Earth,2023 Jan 15 0325?,55260,Box,0.3,,CN,O,,10,P       ?
,-,492,TZ-2,-,,-,0.2,,19,,97.37,S55261,2023 Jan 15,,0.6,HANGSH,19,,-,Tianzhi-2D,2023 Jan 15,-,LLEO/S,ISCAS,,Tianzhi-2 D xing,A10831,480,2023-007P,Earth,2023 Jan 15 0325?,55261,Box+2 pan,0.6,,CN,O,,19,P       ?
,USA 342:U,35786,Unknown,-,?,-,2.5,,2800,,0.03,S55263,2023 Jan 15,?,7.0,UNKUS,3200,?,-,CBAS 2,2023 Mar 26,-,GEO/S,SFSSC,,CBAS 2,S55265,35785,2023-008A,Earth,2023 Jan 16 0500?,55263,-,35.0,?,US,O,?,3200,P
,-,35596,ESPAStar,-,,-,1.6,,500,,0.10,S55264,2023 Jan 15,,0.6,NGIS,500,?,-,LDPE 3A,2023 Mar 29,-,GEO/D,AFRL,,LDPE-3A,S55265,35592,2023-008B,Earth,2023 Jan 16 0500?,55264,Cyl+panel,3.6,,US,O,?,500,P
